M1:

[ 0.380002, -0.243142, -0.319746,  0.759988]

65,125,122,31986

122,65,125,31160

122,125,68,32659

125,122,68,32764

68,125,122,33621

122,68,125,32579

122,125,71,34448

125,122,71,34555

71,125,122,35254

122,71,125,34005

122,125,74,35733

125,122,74,35853

74,125,122,36216

122,74,125,35428

122,125,77,37028

125,122,77,37148

77,125,122,37851

122,77,125,36852

122,125,80,38307

125,122,80,38433

80,125,122,38891

122,80,125,38273

122,125,83,40086

125,122,83,40218

83,125,122,40442

122,83,125,39691

122,125,86,41375

125,122,86,41517

86,125,122,42077

122,86,125,41118

122,125,89,42673

125,122,89,42813

89,125,122,43041

122,89,125,42540

122,125,92,43959

125,122,92,44102

92,125,122,44671

122,92,125,43963

122,125,95,45733

125,122,95,45886

95,125,122,46303

122,95,125,45387

122,125,98,47024

125,122,98,47183

98,125,122,47266

122,98,125,46809

122,125,101,48319

125,122,101,48481

101,125,122,48900

122,101,125,48232

122,125,104,49607

125,122,104,49770

104,125,122,49940

122,104,125,49653

122,125,107,51381

125,122,107,51551

107,125,122,51494

122,107,125,51076

122,125,110,52673

125,122,110,52849

110,125,122,53127

122,110,125,52499

122,125,113,53966

125,122,113,54148

113,125,122,54090

122,113,125,53923

122,125,116,55252

125,122,116,55437

116,125,122,55722

122,116,125,55343

122,125,119,57025

125,122,119,57218

119,125,122,57352

122,119,125,56764

122,125,122,58319

125,122,122,58515

122,122,125,58185

125,125,44,21965

44,125,125,23070

125,44,125,21793

125,125,47,23789

47,125,125,24737

125,47,125,23255

125,125,50,25117

50,125,125,25725

125,50,125,24715

125,125,53,26448

53,125,125,27389

125,53,125,26180

125,125,56,27777

56,125,125,28460

125,56,125,27640

125,125,59,29596

59,125,125,30045

125,59,125,29104

125,125,62,30926

62,125,125,31716

125,62,125,30568

125,125,65,32264

65,125,125,32705

125,65,125,32031

125,125,68,33576

68,125,125,34369

125,68,125,33494

125,125,71,35405

71,125,125,36035

125,71,125,34957

125,125,74,36729

74,125,125,37019

125,74,125,36418

125,125,77,38062

77,125,125,38688

125,77,125,37881

125,125,80,39380

80,125,125,39755

125,80,125,39342

125,125,83,41208

83,125,125,41344

125,83,125,40806

125,125,86,42538

86,125,125,43011

125,86,125,42266

125,125,89,43865

89,125,125,43998

125,89,125,43732

125,125,92,45187

92,125,125,45664

125,92,125,45195

125,125,95,47016

95,125,125,47329

125,95,125,46657

125,125,98,48341

98,125,125,48316

125,98,125,48119

125,125,101,49672

101,125,125,49984

125,101,125,49581

125,125,104,50992

104,125,125,51051

125,104,125,51042

125,125,107,52821

107,125,125,52637

125,107,125,52503

125,125,110,54148

110,125,125,54307

125,110,125,53970

125,125,113,55477

113,125,125,55292

125,113,125,55432

125,125,116,56795

116,125,125,56957

125,116,125,56897

125,125,119,58621

119,125,125,58630

125,119,125,58354

125,125,122,59953

122,125,125,59614

125,122,125,59820

125,125,125,61284

47,128,47,9852

128,47,47,9187

47,47,128,9616

50,128,47,10237

128,50,47,9771

47,128,50,10393

50,47,128,10002

50,128,50,10810

128,50,50,10313

50,50,128,10636

53,128,47,10904

128,53,47,10344

47,128,53,10937

53,47,128,10652

53,128,50,11522

128,53,50,10921

50,128,53,11375

53,50,128,11329

53,128,53,12118

128,53,53,11496

53,53,128,11999

56,128,47,11328

128,56,47,10919

47,128,56,11474

56,47,128,11074

56,128,50,11955

128,56,50,11532

50,128,56,11932

56,50,128,11776

56,128,53,12584

128,56,53,12140

53,128,56,12704

56,53,128,12474

56,128,56,13200

128,56,56,12742

56,56,128,13175

59,128,47,11955

128,59,47,11498

47,128,59,12246

59,47,128,11697

59,128,50,12620

128,59,50,12138

50,128,59,12732

59,50,128,12439

59,128,53,13285

128,59,53,12781

53,128,59,13554

59,53,128,13176

59,128,56,13942

128,59,56,13420

56,128,59,14079

59,56,128,13939

59,128,59,14870

128,59,59,14301

59,59,128,14723

62,128,47,12618

128,62,47,12073

47,128,62,12791

62,47,128,12351

62,128,50,13319

128,62,50,12748

50,128,62,13296

62,50,128,13125

62,128,53,14020

128,62,53,13424

53,128,62,14157

62,53,128,13929

62,128,56,14712

128,62,56,14089

56,128,62,14708

62,56,128,14749

62,128,59,15695

128,62,59,15020

59,128,62,15531

62,59,128,15685

62,128,62,16394

128,62,62,15695

62,62,128,16469

65,128,47,13010

128,65,47,12650

47,128,65,13336

65,47,128,12759

65,128,50,13733

128,65,50,13360

50,128,65,13868

65,50,128,13557

65,128,53,14456

128,65,53,14063

53,128,65,14764

65,53,128,14405

65,128,56,15172

128,65,56,14765

56,128,65,15338

65,56,128,15356

65,128,59,16177

128,65,59,15738

59,128,65,16194

65,59,128,15866

65,128,62,16902

128,65,62,16441

62,128,65,17089

65,62,128,16664

65,128,65,17629

128,65,65,17151

65,65,128,17457

68,128,47,13673

128,68,47,13230

47,128,68,13869

68,47,128,13401

68,128,50,14434

128,68,50,13969

50,128,68,14428

68,50,128,14285

68,128,53,15192

128,68,53,14702

53,128,68,15360

68,53,128,15271

68,128,56,15944

128,68,56,15440

56,128,68,15958

68,56,128,16122

68,128,59,17004

128,68,59,16455

59,128,68,16850

68,59,128,16672

68,128,62,17763

128,68,62,17193

62,128,68,17783

68,62,128,17512

68,128,65,18524

128,68,65,17936

65,128,68,18341

68,65,128,18346

68,128,68,19277

128,68,68,18666

68,68,128,19183

71,128,47,14334

128,71,47,13804

47,128,71,14644

71,47,128,14089

71,128,50,15131

128,71,50,14575

50,128,71,15223

71,50,128,15107

71,128,53,15928

128,71,53,15350

53,128,71,16207

71,53,128,15998

71,128,56,16715

128,71,56,16115

56,128,71,16836

71,56,128,16601

71,128,59,17827

128,71,59,17173

59,128,71,17776

71,59,128,17482

71,128,62,18625

128,71,62,17945

62,128,71,18763

71,62,128,18357

71,128,65,19421

128,71,65,18716

65,128,71,19343

71,65,128,19236

71,128,68,20205

128,71,68,19482

68,128,71,20332

71,68,128,20114

71,128,71,21339

128,71,71,20545

71,71,128,20992

74,128,47,14725

128,74,47,14382

47,128,74,15188

74,47,128,14472

74,128,50,15545

128,74,50,15185

50,128,74,15793

74,50,128,15514

74,128,53,16368

128,74,53,15992

53,128,74,16815

74,53,128,16159

74,128,56,17177

128,74,56,16786

56,128,74,17467

74,56,128,17058

74,128,59,18311

128,74,59,17890

59,128,74,18442

74,59,128,17960

74,128,62,19134

128,74,62,18697

62,128,74,19467

74,62,128,18861

74,128,65,19956

128,74,65,19502

65,128,74,20071

74,65,128,19764

74,128,68,20765

128,74,68,20299

68,128,74,21090

74,68,128,20667

74,128,71,21905

128,74,71,21402

71,128,74,22118

74,71,128,21571

74,128,74,22721

128,74,74,22203

74,74,128,22469

77,128,47,15387

128,77,47,14959

47,128,77,15734

77,47,128,15244

77,128,50,16245

128,77,50,15797

50,128,77,16358

77,50,128,15940

77,128,53,17098

128,77,53,16630

53,128,77,17418

77,53,128,16883

77,128,56,17947

128,77,56,17459

56,128,77,18095

77,56,128,17826

77,128,59,19136

128,77,59,18609

59,128,77,19106

77,59,128,18767

77,128,62,19996

128,77,62,19448

62,128,77,20165

77,62,128,19712

77,128,65,20854

128,77,65,20283

65,128,77,20794

77,65,128,20654

77,128,68,21699

128,77,68,21110

68,128,77,21853

77,68,128,21598

77,128,71,22891

128,77,71,22261

71,128,77,22913

77,71,128,22542

77,128,74,23751

128,77,74,23099

74,128,77,23543

77,74,128,23481

77,128,77,24601

128,77,77,23930

77,77,128,24425

80,128,47,15811

128,80,47,15537

47,128,80,16267

80,47,128,15657

80,128,50,16689

128,80,50,16407

50,128,80,16918

80,50,128,16379

80,128,53,17571

128,80,53,17273

53,128,80,18016

80,53,128,17348

80,128,56,18442

128,80,56,18137

56,128,80,18717

80,56,128,18315

80,128,59,19664

128,80,59,19330

59,128,80,19763

80,59,128,19286

80,128,62,20547

128,80,62,20194

62,128,80,20859

80,62,128,20257

80,128,65,21428

128,80,65,21064

65,128,80,21509

80,65,128,21224

80,128,68,22298

128,80,68,21926

68,128,80,22602

80,68,128,22192

80,128,71,23520

128,80,71,23116

71,128,80,23699

80,71,128,23163

80,128,74,24399

128,80,74,23985

74,128,80,24351

80,74,128,24133

80,128,77,25281

128,80,77,24856

77,128,80,25447

80,77,128,25099

80,128,80,26155

128,80,80,25717

80,80,128,26062

83,128,47,16439

128,83,47,16115

47,128,83,17042

83,47,128,16025

83,128,50,17359

128,83,50,17017

50,128,83,17715

83,50,128,17029

83,128,53,18276

128,83,53,17914

53,128,83,18866

83,53,128,18043

83,128,56,19184

128,83,56,18805

56,128,83,19594

83,56,128,19048

83,128,59,20448

128,83,59,20047

59,128,83,20688

83,59,128,20055

83,128,62,21366

128,83,62,20944

62,128,83,21838

83,62,128,21065

83,128,65,22281

128,83,65,21851

65,128,83,22515

83,65,128,22072

83,128,68,23188

128,83,68,22739

68,128,83,23661

83,68,128,23079

83,128,71,24456

128,83,71,23978

71,128,83,24813

83,71,128,24084

83,128,74,25375

128,83,74,24880

74,128,83,25488

83,74,128,25094

83,128,77,26291

128,83,77,25776

77,128,83,26638

83,77,128,26103

83,128,80,27194

128,83,80,26675

80,128,83,27367

83,80,128,27109

83,128,83,28465

128,83,83,27910

83,83,128,28114

86,128,47,17104

128,86,47,16694

47,128,86,17588

86,47,128,16669

86,128,50,18058

128,86,50,17626

50,128,86,18287

86,50,128,17720

86,128,53,19007

128,86,53,18554

53,128,86,19471

86,53,128,18767

86,128,56,19951

128,86,56,19482

56,128,86,20226

86,56,128,19814

86,128,59,21272

128,86,59,20765

59,128,86,21355

86,59,128,20864

86,128,62,22226

128,86,62,21696

62,128,86,22540

86,62,128,21915

86,128,65,23176

128,86,65,22627

65,128,86,23242

86,65,128,22961

86,128,68,24124

128,86,68,23560

68,128,86,24425

86,68,128,24009

86,128,71,25444

128,86,71,24839

71,128,86,25612

86,71,128,25057

86,128,74,26398

128,86,74,25771

74,128,86,26307

86,74,128,26104

86,128,77,27352

128,86,77,26703

77,128,86,27497

86,77,128,27154

86,128,80,28293

128,86,80,27627

80,128,86,28251

86,80,128,28204

86,128,83,29613

128,86,83,28910

83,128,86,29380

86,83,128,29250

86,128,86,30570

128,86,86,29843

86,86,128,30298

89,128,47,17492

128,89,47,17269

47,128,89,18126

89,47,128,17055

89,128,50,18470

128,89,50,18236

50,128,89,18853

89,50,128,18129

89,128,53,19445

128,89,53,19200

53,128,89,20077

89,53,128,19201

89,128,56,20414

128,89,56,20159

56,128,89,20858

89,56,128,20275

89,128,59,21757

128,89,59,21482

59,128,89,22021

89,59,128,21343

89,128,62,22731

128,89,62,22449

62,128,89,23243

89,62,128,22421

89,128,65,23709

128,89,65,23413

65,128,89,23965

89,65,128,23490

89,128,68,24676

128,89,68,24371

68,128,89,25184

89,68,128,24560

89,128,71,26025

128,89,71,25697

71,128,89,26407

89,71,128,25636

89,128,74,27002

128,89,74,26661

74,128,89,27132

89,74,128,26709

89,128,77,27979

128,89,77,27628

77,128,89,28352

89,77,128,27780

89,128,80,28944

128,89,80,28587

80,128,89,29132

89,80,128,28854

89,128,83,30290

128,89,83,29911

83,128,89,30297

89,83,128,29927

89,128,86,31268

128,89,86,30877

86,128,89,31517

89,86,128,30998

89,128,89,32243

128,89,89,31843

89,89,128,32066

92,128,47,18157

128,92,47,17847

47,128,92,18665

92,47,128,17701

92,128,50,19167

128,92,50,18843

50,128,92,19413

92,50,128,18813

92,128,53,20182

128,92,53,19841

53,128,92,20671

92,53,128,19924

92,128,56,21183

128,92,56,20831

56,128,92,21479

92,56,128,21040

92,128,59,22585

128,92,59,22206

59,128,92,22675

92,59,128,22155

92,128,62,23595

128,92,62,23199

62,128,92,23933

92,62,128,23264

92,128,65,24608

128,92,65,24196

65,128,92,24678

92,65,128,24380

92,128,68,25614

128,92,68,25185

68,128,92,25938

92,68,128,25491

92,128,71,27010

128,92,71,26558

71,128,92,27195

92,71,128,26603

92,128,74,28025

128,92,74,27555

74,128,92,27941

92,74,128,27721

92,128,77,29039

128,92,77,28553

77,128,92,29200

92,77,128,28831

92,128,80,30044

128,92,80,29546

80,128,92,30005

92,80,128,29939

92,128,83,31441

128,92,83,30915

83,128,92,31201

92,83,128,31057

92,128,86,32453

128,92,86,31909

86,128,92,32463

92,86,128,32167

92,128,89,33468

128,92,89,32907

89,128,92,33208

92,89,128,33283

92,128,92,34471

128,92,92,33898

92,92,128,34394

95,128,47,18818

128,95,47,18421

47,128,95,19439

95,47,128,18347

95,128,50,19870

128,95,50,19452

50,128,95,20211

95,50,128,19498

95,128,53,20916

128,95,53,20486

53,128,95,21520

95,53,128,20651

95,128,56,21956

128,95,56,21506

56,128,95,22356

95,56,128,21806

95,128,59,23409

128,95,59,22917

59,128,95,23604

95,59,128,22962

95,128,62,24459

128,95,62,23948

62,128,95,24915

95,62,128,24119

95,128,65,25505

128,95,65,24981

65,128,95,25686

95,65,128,25270

95,128,68,26546

128,95,68,26004

68,128,95,26997

95,68,128,26422

95,128,71,27999

128,95,71,27415

71,128,95,28308

95,71,128,27578

95,128,74,29051

128,95,74,28444

74,128,95,29079

95,74,128,28730

95,128,77,30098

128,95,77,29474

77,128,95,30391

95,77,128,29883

95,128,80,31135

128,95,80,30500

80,128,95,31222

95,80,128,31035

95,128,83,32588

128,95,83,31912

83,128,95,32472

95,83,128,32192

95,128,86,33640

128,95,86,32942

86,128,95,33786

95,86,128,33343

95,128,89,34690

128,95,89,33971

89,128,95,34552

95,89,128,34498

95,128,92,35742

128,95,92,35001

92,128,95,35867

95,92,128,35656

95,128,95,37185

128,95,95,36411

95,95,128,36806

98,128,47,19215

128,98,47,19001

47,128,98,19986

98,47,128,18730

98,128,50,20279

128,98,50,20061

50,128,98,20781

98,50,128,19910

98,128,53,21352

128,98,53,21122

53,128,98,22125

98,53,128,21085

98,128,56,22434

128,98,56,22184

56,128,98,22988

98,56,128,22264

98,128,59,23896

128,98,59,23640

59,128,98,24265

98,59,128,23444

98,128,62,24963

128,98,62,24699

62,128,98,25614

98,62,128,24620

98,128,65,26038

128,98,65,25761

65,128,98,26410

98,65,128,25795

98,128,68,27100

128,98,68,26816

68,128,98,27757

98,68,128,26974

98,128,71,28597

128,98,71,28276

71,128,98,29105

98,71,128,28152

98,128,74,29654

128,98,74,29337

74,128,98,29899

98,74,128,29329

98,128,77,30725

128,98,77,30401

77,128,98,31247

98,77,128,30506

98,128,80,31802

128,98,80,31457

80,128,98,32110

98,80,128,31686

98,128,83,33271

128,98,83,32915

83,128,98,33394

98,83,128,32864

98,128,86,34343

128,98,86,33982

86,128,98,34739

98,86,128,34048

98,128,89,35413

128,98,89,35040

89,128,98,35534

98,89,128,35222

98,128,92,36480

128,98,92,36095

92,128,98,36881

98,92,128,36400

98,128,95,37956

128,98,95,37549

95,128,98,38228

98,95,128,37578

98,128,98,39029

128,98,98,38619

98,98,128,38755

101,128,47,19874

128,101,47,19578

47,128,101,20531

101,47,128,19375

101,128,50,20984

128,101,50,20674

50,128,101,21348

101,50,128,20591

101,128,53,22105

128,101,53,21766

53,128,101,22726

101,53,128,21813

101,128,56,23187

128,101,56,22853

56,128,101,23614

101,56,128,23031

101,128,59,24721

128,101,59,24357

59,128,101,24933

101,59,128,24248

101,128,62,25828

128,101,62,25452

62,128,101,26315

101,62,128,25467

101,128,65,26937

128,101,65,26544

65,128,101,27135

101,65,128,26688

101,128,68,28036

128,101,68,27630

68,128,101,28519

101,68,128,27902

101,128,71,29566

128,101,71,29135

71,128,101,29903

101,71,128,29124

101,128,74,30677

128,101,74,30230

74,128,101,30718

101,74,128,30344

101,128,77,31782

128,101,77,31322

77,128,101,32101

101,77,128,31559

101,128,80,32881

128,101,80,32409

80,128,101,32987

101,80,128,32777

101,128,83,34410

128,101,83,33913

83,128,101,34306

101,83,128,33996

101,128,86,35539

128,101,86,35009

86,128,101,35691

101,86,128,35221

101,128,89,36636

128,101,89,36103

89,128,101,36509

101,89,128,36435

101,128,92,37735

128,101,92,37188

92,128,101,37896

101,92,128,37656

101,128,95,39268

128,101,95,38694

95,128,101,39277

101,95,128,38870

101,128,98,40375

128,101,98,39790

98,128,101,40097

101,98,128,40092

101,128,101,41485

128,101,101,40883

101,101,128,41310

104,128,47,20298

128,104,47,20154

47,128,104,21064

104,47,128,19789

104,128,50,21429

128,104,50,21277

50,128,104,21906

104,50,128,21033

104,128,53,22560

128,104,53,22409

53,128,104,23324

104,53,128,22277

104,128,56,23702

128,104,56,23533

56,128,104,24237

104,56,128,23524

104,128,59,25243

128,104,59,25075

59,128,104,25588

104,59,128,24768

104,128,62,26374

128,104,62,26200

62,128,104,27008

104,62,128,26009

104,128,65,27510

128,104,65,27326

65,128,104,27850

104,65,128,27255

104,128,68,28635

128,104,68,28448

68,128,104,29268

104,68,128,28499

104,128,71,30210

128,104,71,29996

71,128,104,30689

104,71,128,29744

104,128,74,31327

128,104,74,31119

74,128,104,31531

104,74,128,30991

104,128,77,32462

128,104,77,32245

77,128,104,32950

104,77,128,32238

104,128,80,33585

128,104,80,33365

80,128,104,33858

104,80,128,33476

104,128,83,35164

128,104,83,34917

83,128,104,35217

104,83,128,34725

104,128,86,36283

128,104,86,36044

86,128,104,36635

104,86,128,35969

104,128,89,37418

128,104,89,37168

89,128,104,37476

104,89,128,37211

104,128,92,38544

128,104,92,38288

92,128,104,38897

104,92,128,38457

104,128,95,40104

128,104,95,39833

95,128,104,40315

104,95,128,39702

104,128,98,41235

128,104,98,40965

98,128,104,41159

104,98,128,40945

104,128,101,42369

128,104,101,42090

101,128,104,42577

104,101,128,42193

104,128,104,43491

128,104,104,43208

104,104,128,43439

107,128,47,20926

128,107,47,20732

47,128,107,21836

107,47,128,20405

107,128,50,22090

128,107,50,21890

50,128,107,22702

107,50,128,21685

107,128,53,23280

128,107,53,23055

53,128,107,24178

107,53,128,22973

107,128,56,24421

128,107,56,24202

56,128,107,25112

107,56,128,24249

107,128,59,26027

128,107,59,25792

59,128,107,26514

107,59,128,25536

107,128,62,27214

128,107,62,26957

62,128,107,27988

107,62,128,26818

107,128,65,28370

128,107,65,28112

65,128,107,28857

107,65,128,28104

107,128,68,29527

128,107,68,29260

68,128,107,30328

107,68,128,29384

107,128,71,31151

128,107,71,30856

71,128,107,31801

107,71,128,30672

107,128,74,32305

128,107,74,32013

74,128,107,32667

107,74,128,31949

107,128,77,33469

128,107,77,33166

77,128,107,34141

107,77,128,33234

107,128,80,34646

128,107,80,34327

80,128,107,35084

107,80,128,34524

107,128,83,36244

128,107,83,35915

83,128,107,36486

107,83,128,35805

107,128,86,37413

128,107,86,37073

86,128,107,37958

107,86,128,37087

107,128,89,38581

128,107,89,38235

89,128,107,38823

107,89,128,38371

107,128,92,39744

128,107,92,39387

92,128,107,40301

107,92,128,39656

107,128,95,41348

128,107,95,40977

95,128,107,41771

107,95,128,40938

107,128,98,42519

128,107,98,42134

98,128,107,42635

107,98,128,42221

107,128,101,43690

128,107,101,43301

101,128,107,44109

107,101,128,43502

107,128,104,44848

128,107,104,44442

104,128,107,45046

107,104,128,44788

107,128,107,46455

128,107,107,46039

107,107,128,46071

110,128,47,21594

128,110,47,21309

47,128,110,22379

110,47,128,21053

110,128,50,22793

128,110,50,22501

50,128,110,23271

110,50,128,22374

110,128,53,23997

128,110,53,23693

53,128,110,24784

110,53,128,23694

110,128,56,25208

128,110,56,24877

56,128,110,25744

110,56,128,25020

110,128,59,26856

128,110,59,26512

59,128,110,27181

110,59,128,26344

110,128,62,28058

128,110,62,27704

62,128,110,28691

110,62,128,27668

110,128,65,29262

128,110,65,28894

65,128,110,29580

110,65,128,28991

110,128,68,30477

128,110,68,30081

68,128,110,31092

110,68,128,30318

110,128,71,32122

128,110,71,31708

71,128,110,32599

110,71,128,31641

110,128,74,33329

128,110,74,32905

74,128,110,33487

110,74,128,32963

110,128,77,34546

128,110,77,34099

77,128,110,35000

110,77,128,34289

110,128,80,35732

128,110,80,35283

80,128,110,35962

110,80,128,35614

110,128,83,37392

128,110,83,36916

83,128,110,37401

110,83,128,36941

110,128,86,38598

128,110,86,38108

86,128,110,38910

110,86,128,38264

110,128,89,39802

128,110,89,39297

89,128,110,39801

110,89,128,39584

110,128,92,40998

128,110,92,40483

92,128,110,41309

110,92,128,40909

110,128,95,42661

128,110,95,42116

95,128,110,42818

110,95,128,42232

110,128,98,43866

128,110,98,43308

98,128,110,43709

110,98,128,43557

110,128,101,45071

128,110,101,44498

101,128,110,45217

110,101,128,44881

110,128,104,46262

128,110,104,45682

104,128,110,46181

110,104,128,46204

110,128,107,47928

128,110,107,47317

107,128,110,47616

110,107,128,47532

110,128,110,49135

128,110,110,48512

110,110,128,48851

113,128,47,21984

128,113,47,21884

47,128,113,22925

113,47,128,21436

113,128,50,23206

128,113,50,23111

50,128,113,23843

113,50,128,22783

113,128,53,24431

128,113,53,24334

53,128,113,25383

113,53,128,24128

113,128,56,25650

128,113,56,25549

56,128,113,26373

113,56,128,25479

113,128,59,27356

128,113,59,27232

59,128,113,27847

113,59,128,26824

113,128,62,28570

128,113,62,28453

62,128,113,29391

113,62,128,28170

113,128,65,29797

128,113,65,29677

65,128,113,30303

113,65,128,29523

113,128,68,31012

128,113,68,30889

68,128,113,31852

113,68,128,30872

113,128,71,32717

128,113,71,32573

71,128,113,33403

113,71,128,32221

113,128,74,33933

128,113,74,33800

74,128,113,34311

113,74,128,33571

113,128,77,35159

128,113,77,35022

77,128,113,35862

113,77,128,34917

113,128,80,36383

128,113,80,36238

80,128,113,36844

113,80,128,36263

113,128,83,38069

128,113,83,37917

83,128,113,38320

113,83,128,37612

113,128,86,39299

128,113,86,39142

86,128,113,39863

113,86,128,38959

113,128,89,40527

128,113,89,40362

89,128,113,40780

113,89,128,40304

113,128,92,41743

128,113,92,41579

92,128,113,42321

113,92,128,41656

113,128,95,43431

128,113,95,43257

95,128,113,43865

113,95,128,43002

113,128,98,44658

128,113,98,44483

98,128,113,44783

113,98,128,44349

113,128,101,45887

128,113,101,45707

101,128,113,46326

113,101,128,45694

113,128,104,47107

128,113,104,46921

104,128,113,47314

113,104,128,47045

113,128,107,48795

128,113,107,48599

107,128,113,48787

113,107,128,48394

113,128,110,50021

128,113,110,49827

110,128,113,50330

113,110,128,49742

113,128,113,51249

128,113,113,51048

113,113,128,51087

116,128,47,22645

128,116,47,22464

47,128,116,23463

116,47,128,22080

116,128,50,23907

128,116,50,23718

50,128,116,24398

116,50,128,23468

116,128,53,25166

128,116,53,24976

53,128,116,25980

116,53,128,24858

116,128,56,26438

128,116,56,26227

56,128,116,26995

116,56,128,26246

116,128,59,28166

128,116,59,27947

59,128,116,28501

116,59,128,27632

116,128,62,29428

128,116,62,29203

62,128,116,30081

116,62,128,29022

116,128,65,30695

128,116,65,30460

65,128,116,31019

116,65,128,30408

116,128,68,31964

128,116,68,31710

68,128,116,32606

116,68,128,31799

116,128,71,33695

128,116,71,33435

71,128,116,34188

116,71,128,33188

116,128,74,34957

128,116,74,34691

74,128,116,35128

116,74,128,34580

116,128,77,36222

128,116,77,35948

77,128,116,36707

116,77,128,35965

116,128,80,37478

128,116,80,37195

80,128,116,37720

116,80,128,37354

116,128,83,39216

128,116,83,38920

83,128,116,39227

116,83,128,38743

116,128,86,40481

128,116,86,40172

86,128,116,40808

116,86,128,40133

116,128,89,41748

128,116,89,41432

89,128,116,41745

116,89,128,41519

116,128,92,42999

128,116,92,42680

92,128,116,43325

116,92,128,42912

116,128,95,44744

128,116,95,44400

95,128,116,44907

116,95,128,44301

116,128,98,46005

128,116,98,45654

98,128,116,45841

116,98,128,45686

116,128,101,47272

128,116,101,46914

101,128,116,47426

116,101,128,47074

116,128,104,48525

128,116,104,48157

104,128,116,48439

116,104,128,48464

116,128,107,50266

128,116,107,49884

107,128,116,49944

116,107,128,49854

116,128,110,51530

128,116,110,51136

110,128,116,51526

116,110,128,51242

116,128,113,52794

128,116,113,52395

113,128,116,52465

116,113,128,52629

116,128,116,54051

128,116,116,53640

116,116,128,54015

119,128,47,23308

128,119,47,23041

47,128,119,24236

119,47,128,22724

119,128,50,24602

128,119,50,24330

50,128,119,25198

119,50,128,24153

119,128,53,25919

128,119,53,25623

53,128,119,26833

119,53,128,25581

119,128,56,27194

128,119,56,26895

56,128,119,27874

119,56,128,27012

119,128,59,28988

128,119,59,28663

59,128,119,29429

119,59,128,28442

119,128,62,30308

128,119,62,29957

62,128,119,31065

119,62,128,29868

119,128,65,31593

128,119,65,31242

65,128,119,32025

119,65,128,31301

119,128,68,32880

128,119,68,32521

68,128,119,33659

119,68,128,32726

119,128,71,34689

128,119,71,34291

71,128,119,35300

119,71,128,34159

119,128,74,35981

128,119,74,35582

74,128,119,36261

119,74,128,35590

119,128,77,37283

128,119,77,36871

77,128,119,37896

119,77,128,37022

119,128,80,38572

128,119,80,38148

80,128,119,38939

119,80,128,38449

119,128,83,40367

128,119,83,39918

83,128,119,40491

119,83,128,39876

119,128,86,41667

128,119,86,41205

86,128,119,42130

119,86,128,41307

119,128,89,42967

128,119,89,42494

89,128,119,43091

119,89,128,42735

119,128,92,44261

